C0-III	C1-III	C2-II
TRINITY_DN29523_c0_g1_i3	TRINITY_DN5202_c3_g1_i1	TRINITY_DN37202_c1_g2_i2
TRINITY_DN29536_c0_g2_i1	TRINITY_DN52121_c0_g1_i1	TRINITY_DN372181_c0_g1_i1
TRINITY_DN29557_c0_g1_i3	TRINITY_DN5214_c0_g2_i3	TRINITY_DN37221_c0_g1_i1
TRINITY_DN29562_c0_g1_i10	TRINITY_DN5215_c0_g1_i11	TRINITY_DN37225_c0_g1_i2
TRINITY_DN2956_c2_g1_i3	TRINITY_DN5215_c0_g1_i15	TRINITY_DN37227_c0_g1_i1
TRINITY_DN295710_c0_g1_i1	TRINITY_DN52174_c1_g2_i1	TRINITY_DN37241_c1_g1_i1
TRINITY_DN29574_c1_g1_i2	TRINITY_DN5220_c0_g1_i7	TRINITY_DN3725_c1_g1_i1
TRINITY_DN295_c0_g1_i12	TRINITY_DN52210_c0_g2_i1	TRINITY_DN37276_c0_g1_i1
TRINITY_DN295_c0_g1_i2	TRINITY_DN5222_c0_g1_i1	TRINITY_DN37285_c0_g1_i2
TRINITY_DN295_c0_g1_i4	TRINITY_DN52275_c0_g1_i1	TRINITY_DN3728_c0_g1_i12
TRINITY_DN295_c0_g1_i8	TRINITY_DN5227_c1_g2_i1	TRINITY_DN372_c1_g2_i1
TRINITY_DN2962_c0_g1_i4	TRINITY_DN5227_c1_g3_i1	TRINITY_DN37325_c1_g1_i1
TRINITY_DN29641_c0_g1_i1	TRINITY_DN52356_c0_g1_i6	TRINITY_DN37336_c0_g1_i4
TRINITY_DN29642_c0_g1_i3	TRINITY_DN52466_c0_g1_i3	TRINITY_DN37337_c1_g1_i2
TRINITY_DN2965_c6_g1_i1	TRINITY_DN52468_c1_g3_i1	TRINITY_DN373523_c0_g1_i1
TRINITY_DN2967_c0_g1_i2	TRINITY_DN5256_c0_g1_i18	TRINITY_DN37352_c0_g3_i4
TRINITY_DN2967_c2_g1_i1	TRINITY_DN5262_c0_g1_i1	TRINITY_DN37357_c1_g1_i1
TRINITY_DN29686_c0_g1_i2	TRINITY_DN526_c0_g1_i4	TRINITY_DN3736_c0_g1_i3
TRINITY_DN29713_c0_g3_i1	TRINITY_DN526_c6_g1_i2	TRINITY_DN37372_c0_g1_i1
TRINITY_DN2973_c11_g1_i1	TRINITY_DN52718_c0_g5_i7	TRINITY_DN37377_c0_g1_i1
TRINITY_DN2974_c0_g2_i3	TRINITY_DN52743_c1_g2_i1	TRINITY_DN3737_c1_g1_i1
TRINITY_DN29750_c0_g2_i1	TRINITY_DN52751_c0_g1_i1	TRINITY_DN3738_c2_g1_i5
TRINITY_DN2975_c0_g1_i3	TRINITY_DN5275_c0_g1_i4	TRINITY_DN37398_c0_g1_i7
TRINITY_DN2975_c7_g3_i1	TRINITY_DN5277_c10_g1_i1	TRINITY_DN37415_c0_g1_i1
TRINITY_DN29766_c2_g3_i1	TRINITY_DN5277_c11_g1_i1	TRINITY_DN3742_c0_g1_i7
TRINITY_DN2976_c0_g1_i5	TRINITY_DN5277_c3_g1_i1	TRINITY_DN3746_c0_g1_i1
TRINITY_DN2976_c2_g1_i1	TRINITY_DN52806_c1_g1_i3	TRINITY_DN37491_c1_g1_i2
TRINITY_DN2976_c2_g1_i4	TRINITY_DN52824_c0_g1_i2	TRINITY_DN374_c0_g1_i3
TRINITY_DN2976_c2_g2_i1	TRINITY_DN5284_c0_g1_i5	TRINITY_DN3750_c0_g1_i13
TRINITY_DN2977_c0_g1_i1	TRINITY_DN5286_c0_g1_i1	TRINITY_DN37516_c0_g1_i4
TRINITY_DN29789_c0_g2_i4	TRINITY_DN52886_c0_g1_i3	TRINITY_DN3756_c0_g1_i3
TRINITY_DN2979_c1_g2_i3	TRINITY_DN5298_c0_g3_i2	TRINITY_DN3757_c0_g1_i11
TRINITY_DN2979_c1_g2_i6	TRINITY_DN52997_c0_g1_i1	TRINITY_DN37598_c0_g2_i4
TRINITY_DN29830_c1_g1_i2	TRINITY_DN52_c0_g3_i1	TRINITY_DN3761_c0_g1_i6
TRINITY_DN2984_c0_g1_i4	TRINITY_DN52_c24_g1_i1	TRINITY_DN37639_c0_g2_i1
TRINITY_DN29857_c0_g6_i1	TRINITY_DN53130_c0_g1_i2	TRINITY_DN37686_c0_g3_i1
TRINITY_DN29862_c0_g1_i3	TRINITY_DN53136_c0_g1_i3	TRINITY_DN376_c3_g1_i10
TRINITY_DN29862_c0_g1_i6	TRINITY_DN53138_c0_g2_i14	TRINITY_DN376_c3_g1_i3
TRINITY_DN2986_c1_g2_i1	TRINITY_DN5318_c0_g1_i6	TRINITY_DN37711_c0_g1_i10
TRINITY_DN29885_c1_g1_i1	TRINITY_DN53235_c0_g2_i4	TRINITY_DN3772_c0_g1_i2
TRINITY_DN2988_c0_g1_i14	TRINITY_DN5324_c0_g1_i3	TRINITY_DN377_c19_g1_i1
TRINITY_DN298_c1_g2_i2	TRINITY_DN5324_c0_g1_i6	TRINITY_DN377_c1_g2_i4
TRINITY_DN298_c1_g2_i3	TRINITY_DN533_c0_g1_i1	TRINITY_DN377_c3_g1_i3
TRINITY_DN29906_c0_g1_i12	TRINITY_DN53409_c0_g1_i1	TRINITY_DN37821_c0_g2_i1
TRINITY_DN2993_c1_g1_i3	TRINITY_DN53437_c0_g1_i1	TRINITY_DN3784_c0_g3_i4
TRINITY_DN29940_c2_g1_i1	TRINITY_DN5346_c0_g1_i2	TRINITY_DN37870_c2_g1_i6
TRINITY_DN29943_c0_g2_i2	TRINITY_DN5346_c0_g3_i3	TRINITY_DN3789_c1_g1_i4
TRINITY_DN2998_c0_g1_i1	TRINITY_DN534_c0_g2_i5	TRINITY_DN3789_c1_g3_i3
TRINITY_DN2998_c0_g1_i23	TRINITY_DN53510_c0_g2_i1	TRINITY_DN3793_c0_g1_i3
TRINITY_DN2998_c1_g2_i1	TRINITY_DN53513_c1_g1_i1	TRINITY_DN37962_c0_g1_i5
TRINITY_DN29_c0_g1_i1	TRINITY_DN53589_c0_g2_i6	TRINITY_DN37973_c0_g1_i1
TRINITY_DN2_c0_g2_i2	TRINITY_DN5358_c1_g1_i5	TRINITY_DN37980_c1_g1_i2
TRINITY_DN2_c0_g7_i1	TRINITY_DN53607_c0_g2_i2	TRINITY_DN3798_c0_g1_i5
TRINITY_DN2_c4_g1_i3	TRINITY_DN5362_c1_g2_i1	TRINITY_DN37_c0_g1_i12
TRINITY_DN30003_c0_g1_i2	TRINITY_DN5362_c3_g1_i1	TRINITY_DN38008_c0_g1_i5
TRINITY_DN3001_c0_g1_i2	TRINITY_DN5364_c0_g1_i16	TRINITY_DN3804_c0_g1_i11
TRINITY_DN30026_c0_g1_i1	TRINITY_DN5364_c0_g1_i2	TRINITY_DN38056_c0_g2_i1
TRINITY_DN30037_c0_g2_i1	TRINITY_DN5368_c0_g1_i2	TRINITY_DN38062_c0_g1_i1
TRINITY_DN30039_c0_g1_i1	TRINITY_DN5370_c0_g2_i1	TRINITY_DN38063_c0_g1_i2
TRINITY_DN30039_c0_g1_i2	TRINITY_DN53716_c0_g2_i1	TRINITY_DN38065_c0_g1_i4
TRINITY_DN3003_c0_g2_i4	TRINITY_DN53729_c0_g1_i1	TRINITY_DN3806_c0_g1_i2
TRINITY_DN3006_c0_g1_i7	TRINITY_DN5375_c1_g1_i1	TRINITY_DN3806_c1_g2_i2
TRINITY_DN300_c1_g1_i3	TRINITY_DN53819_c0_g1_i3	TRINITY_DN3806_c1_g3_i2
TRINITY_DN300_c5_g1_i3	TRINITY_DN5385_c1_g1_i3	TRINITY_DN38104_c0_g1_i1
TRINITY_DN300_c6_g1_i2	TRINITY_DN53863_c0_g1_i1	TRINITY_DN3810_c0_g2_i3
TRINITY_DN30107_c0_g1_i3	TRINITY_DN5386_c0_g1_i8	TRINITY_DN3812_c0_g1_i2
TRINITY_DN30121_c0_g5_i1	TRINITY_DN5388_c0_g2_i1	TRINITY_DN38159_c0_g1_i1
TRINITY_DN30144_c0_g1_i1	TRINITY_DN53916_c0_g1_i3	TRINITY_DN3816_c1_g1_i1
TRINITY_DN3014_c2_g1_i1	TRINITY_DN5393_c1_g2_i12	TRINITY_DN381_c0_g1_i1
TRINITY_DN3015_c0_g3_i2	TRINITY_DN5393_c4_g2_i1	TRINITY_DN3821_c0_g1_i2
TRINITY_DN3017_c0_g1_i7	TRINITY_DN5396_c3_g1_i1	TRINITY_DN3821_c0_g1_i5
TRINITY_DN3018_c0_g1_i3	TRINITY_DN54084_c0_g1_i6	TRINITY_DN38222_c0_g2_i1
TRINITY_DN30191_c0_g3_i1	TRINITY_DN54120_c0_g2_i3	TRINITY_DN38250_c0_g1_i1
TRINITY_DN30197_c0_g1_i1	TRINITY_DN5414_c0_g1_i3	TRINITY_DN3825_c2_g2_i2
TRINITY_DN301_c3_g1_i2	TRINITY_DN54191_c0_g2_i1	TRINITY_DN38261_c1_g3_i1
TRINITY_DN3020_c0_g1_i15	TRINITY_DN54234_c0_g2_i1	TRINITY_DN3826_c0_g2_i2
TRINITY_DN30210_c2_g1_i1	TRINITY_DN5428_c0_g1_i5	TRINITY_DN38276_c0_g1_i5
TRINITY_DN3022_c1_g1_i1	TRINITY_DN542_c0_g2_i4	TRINITY_DN3829_c0_g1_i5
TRINITY_DN30257_c0_g1_i8	TRINITY_DN54371_c0_g1_i1	TRINITY_DN38359_c0_g1_i10
TRINITY_DN30262_c0_g2_i1	TRINITY_DN54376_c2_g1_i1	TRINITY_DN3835_c1_g2_i1
TRINITY_DN3027_c0_g1_i6	TRINITY_DN5438_c0_g1_i1	TRINITY_DN38368_c1_g2_i1
TRINITY_DN3027_c0_g2_i1	TRINITY_DN54467_c0_g1_i2	TRINITY_DN3837_c0_g1_i16
TRINITY_DN3027_c0_g3_i1	TRINITY_DN5452_c0_g1_i1	TRINITY_DN3837_c0_g1_i8
TRINITY_DN302_c1_g1_i9	TRINITY_DN5452_c0_g1_i2	TRINITY_DN3837_c1_g1_i1
TRINITY_DN302_c3_g1_i7	TRINITY_DN5452_c0_g1_i7	TRINITY_DN383_c1_g1_i1
TRINITY_DN302_c7_g1_i1	TRINITY_DN5454_c0_g1_i4	TRINITY_DN3843_c0_g3_i2
TRINITY_DN30304_c0_g1_i1	TRINITY_DN5454_c0_g1_i9	TRINITY_DN38444_c0_g1_i1
TRINITY_DN3030_c1_g1_i5	TRINITY_DN54572_c0_g1_i1	TRINITY_DN38465_c0_g1_i1
TRINITY_DN3031_c1_g1_i1	TRINITY_DN5457_c0_g1_i4	TRINITY_DN38468_c0_g1_i1
TRINITY_DN30321_c0_g1_i10	TRINITY_DN5458_c1_g1_i4	TRINITY_DN38475_c0_g1_i2
TRINITY_DN3032_c0_g1_i6	TRINITY_DN5458_c1_g1_i9	TRINITY_DN3848_c1_g1_i10
TRINITY_DN30347_c0_g1_i8	TRINITY_DN54615_c0_g1_i6	TRINITY_DN384_c0_g1_i1
TRINITY_DN303_c2_g1_i3	TRINITY_DN54643_c0_g1_i1	TRINITY_DN384_c1_g1_i9
TRINITY_DN303_c2_g2_i3	TRINITY_DN54668_c1_g1_i2	TRINITY_DN38518_c0_g1_i1
TRINITY_DN3041_c0_g1_i8	TRINITY_DN54674_c3_g1_i1	TRINITY_DN38520_c1_g1_i2
TRINITY_DN30432_c0_g1_i2	TRINITY_DN54676_c1_g1_i1	TRINITY_DN38547_c0_g2_i1
TRINITY_DN30456_c0_g2_i1	TRINITY_DN5467_c0_g1_i2	TRINITY_DN3858_c0_g1_i1
TRINITY_DN3046_c1_g1_i3	TRINITY_DN5469_c0_g1_i1	TRINITY_DN3864_c1_g1_i8
TRINITY_DN3048_c2_g2_i3	TRINITY_DN5469_c0_g1_i8	TRINITY_DN3866_c0_g1_i11
TRINITY_DN3049_c0_g2_i2	TRINITY_DN54707_c0_g2_i1	TRINITY_DN3866_c0_g1_i13
TRINITY_DN30515_c0_g1_i3	TRINITY_DN5471_c0_g1_i2	TRINITY_DN3866_c0_g1_i3
TRINITY_DN3051_c0_g4_i9	TRINITY_DN54747_c0_g1_i2	TRINITY_DN3866_c0_g1_i4
TRINITY_DN30531_c0_g2_i1	TRINITY_DN5474_c0_g1_i5	TRINITY_DN3866_c0_g1_i5
TRINITY_DN3054_c2_g1_i1	TRINITY_DN5474_c0_g2_i2	TRINITY_DN3866_c0_g1_i6
TRINITY_DN3055_c0_g1_i5	TRINITY_DN547_c1_g1_i9	TRINITY_DN3866_c0_g1_i8
TRINITY_DN30564_c0_g1_i2	TRINITY_DN54814_c0_g1_i2	TRINITY_DN3866_c0_g1_i9
TRINITY_DN3056_c2_g1_i2	TRINITY_DN54823_c0_g1_i3	TRINITY_DN386_c1_g2_i1
TRINITY_DN3061_c1_g1_i1	TRINITY_DN54831_c0_g2_i1	TRINITY_DN3872_c0_g1_i10
TRINITY_DN30621_c2_g1_i1	TRINITY_DN54861_c0_g2_i2	TRINITY_DN3872_c0_g1_i8
TRINITY_DN30626_c0_g1_i4	TRINITY_DN54865_c1_g1_i1	TRINITY_DN38789_c0_g1_i1
TRINITY_DN30634_c0_g1_i6	TRINITY_DN5487_c1_g1_i1	TRINITY_DN38812_c0_g1_i1
TRINITY_DN3063_c0_g1_i2	TRINITY_DN54881_c0_g1_i1	TRINITY_DN3884_c0_g1_i6
TRINITY_DN3063_c0_g5_i1	TRINITY_DN5489_c0_g1_i3	TRINITY_DN3887_c0_g1_i4
TRINITY_DN30642_c0_g2_i4	TRINITY_DN548_c1_g1_i3	TRINITY_DN38892_c1_g1_i1
TRINITY_DN30643_c0_g1_i2	TRINITY_DN55049_c0_g1_i12	TRINITY_DN388_c0_g1_i2
TRINITY_DN30666_c0_g2_i1	TRINITY_DN550_c1_g3_i1	TRINITY_DN388_c2_g1_i1
TRINITY_DN3066_c1_g1_i1	TRINITY_DN5518_c0_g1_i6	TRINITY_DN388_c2_g1_i2
TRINITY_DN30672_c0_g2_i2	TRINITY_DN5524_c0_g1_i3	TRINITY_DN38920_c0_g1_i1
TRINITY_DN3067_c0_g1_i12	TRINITY_DN552_c0_g1_i8	TRINITY_DN38921_c0_g2_i5
TRINITY_DN3067_c0_g1_i9	TRINITY_DN5531_c2_g1_i1	TRINITY_DN38943_c0_g2_i1
TRINITY_DN306_c0_g1_i15	TRINITY_DN5532_c2_g4_i1	TRINITY_DN3895_c0_g1_i2
TRINITY_DN30703_c0_g1_i10	TRINITY_DN5534_c0_g1_i6	TRINITY_DN3896_c0_g3_i1
TRINITY_DN30708_c0_g2_i3	TRINITY_DN5534_c0_g3_i1	TRINITY_DN3896_c0_g3_i2
TRINITY_DN30710_c0_g1_i3	TRINITY_DN5537_c0_g2_i1	TRINITY_DN389_c3_g1_i3
TRINITY_DN3071_c2_g1_i1	TRINITY_DN553_c1_g1_i13	TRINITY_DN39012_c0_g2_i1
TRINITY_DN30736_c1_g2_i1	TRINITY_DN5542_c0_g2_i1	TRINITY_DN3902_c1_g1_i1
TRINITY_DN307455_c0_g1_i1	TRINITY_DN5543_c0_g1_i2	TRINITY_DN3903_c0_g1_i12
TRINITY_DN3075_c0_g2_i4	TRINITY_DN55451_c0_g1_i1	TRINITY_DN3904_c0_g1_i2
TRINITY_DN3075_c0_g3_i4	TRINITY_DN55458_c0_g1_i1	TRINITY_DN3904_c0_g2_i1
TRINITY_DN3075_c1_g1_i1	TRINITY_DN5548_c0_g1_i1	TRINITY_DN3905_c0_g1_i1
TRINITY_DN30765_c0_g2_i4	TRINITY_DN554_c1_g1_i1	TRINITY_DN39078_c1_g1_i1
TRINITY_DN30766_c0_g1_i4	TRINITY_DN5551_c0_g1_i7	TRINITY_DN3907_c1_g3_i1
TRINITY_DN30777_c0_g1_i3	TRINITY_DN55536_c0_g1_i1	TRINITY_DN39090_c0_g1_i1
TRINITY_DN3077_c0_g1_i5	TRINITY_DN55542_c0_g1_i2	TRINITY_DN3911_c1_g1_i1
TRINITY_DN3078_c0_g10_i1	TRINITY_DN55563_c0_g1_i1	TRINITY_DN39134_c0_g1_i4
TRINITY_DN3078_c0_g1_i1	TRINITY_DN5556_c1_g2_i1	TRINITY_DN39137_c0_g1_i7
TRINITY_DN3078_c0_g8_i1	TRINITY_DN5556_c3_g1_i1	TRINITY_DN3916_c0_g1_i2
TRINITY_DN3080_c0_g1_i12	TRINITY_DN55583_c0_g1_i1	TRINITY_DN3916_c0_g1_i3
TRINITY_DN30839_c0_g1_i1	TRINITY_DN555_c0_g2_i3	TRINITY_DN3916_c0_g1_i5
TRINITY_DN30861_c0_g1_i1	TRINITY_DN5563_c0_g1_i4	TRINITY_DN3923_c0_g1_i11
TRINITY_DN30861_c0_g1_i2	TRINITY_DN5563_c1_g1_i14	TRINITY_DN3923_c0_g1_i13
TRINITY_DN30861_c0_g1_i3	TRINITY_DN5572_c0_g1_i1	TRINITY_DN3924_c0_g1_i3
TRINITY_DN30889_c0_g1_i1	TRINITY_DN5575_c0_g1_i3	TRINITY_DN39263_c0_g1_i11
TRINITY_DN3088_c0_g1_i6	TRINITY_DN5576_c0_g1_i4	TRINITY_DN39272_c2_g1_i1
TRINITY_DN3089_c0_g1_i1	TRINITY_DN557_c0_g3_i3	TRINITY_DN392_c0_g1_i4
TRINITY_DN3089_c0_g4_i1	TRINITY_DN557_c0_g5_i1	TRINITY_DN392_c11_g1_i1
TRINITY_DN308_c0_g2_i10	TRINITY_DN55800_c1_g2_i1	TRINITY_DN392_c1_g1_i4
TRINITY_DN308_c0_g2_i5	TRINITY_DN5582_c2_g1_i1	TRINITY_DN392_c3_g1_i1
TRINITY_DN308_c0_g2_i6	TRINITY_DN5584_c1_g1_i1	TRINITY_DN39314_c0_g1_i4
TRINITY_DN308_c0_g2_i9	TRINITY_DN5587_c0_g1_i1	TRINITY_DN39368_c1_g1_i2
TRINITY_DN30917_c0_g1_i1	TRINITY_DN5589_c0_g1_i1	TRINITY_DN39390_c0_g1_i4
TRINITY_DN30917_c0_g1_i2	TRINITY_DN5591_c0_g1_i2	TRINITY_DN39393_c0_g1_i2
TRINITY_DN3091_c0_g2_i1	TRINITY_DN5592_c1_g1_i1	TRINITY_DN39433_c0_g1_i1
TRINITY_DN3093_c1_g1_i8	TRINITY_DN55967_c0_g1_i1	TRINITY_DN3943_c0_g1_i7
TRINITY_DN3093_c2_g1_i2	TRINITY_DN55967_c0_g1_i2	TRINITY_DN3944_c0_g1_i1
TRINITY_DN30961_c0_g1_i1	TRINITY_DN55976_c0_g1_i4	TRINITY_DN3944_c1_g1_i5
TRINITY_DN30964_c0_g4_i2	TRINITY_DN5599_c1_g1_i1	TRINITY_DN39465_c0_g1_i4
TRINITY_DN30966_c0_g1_i2	TRINITY_DN56005_c0_g2_i7	TRINITY_DN3947_c0_g1_i8
TRINITY_DN30967_c0_g2_i1	TRINITY_DN5601_c0_g2_i1	TRINITY_DN39488_c2_g1_i1
TRINITY_DN3098_c0_g3_i1	TRINITY_DN5601_c0_g3_i2	TRINITY_DN3952_c1_g1_i3
TRINITY_DN3098_c0_g3_i2	TRINITY_DN5601_c0_g3_i5	TRINITY_DN39538_c0_g2_i1
TRINITY_DN3098_c0_g3_i3	TRINITY_DN5608_c0_g1_i2	TRINITY_DN39565_c2_g1_i1
TRINITY_DN3098_c0_g3_i4	TRINITY_DN5610_c0_g1_i2	TRINITY_DN3956_c0_g1_i9
TRINITY_DN3098_c0_g3_i5	TRINITY_DN5611_c0_g1_i1	TRINITY_DN39577_c0_g1_i2
TRINITY_DN3099_c0_g1_i10	TRINITY_DN5615_c0_g1_i10	TRINITY_DN39592_c0_g1_i1
TRINITY_DN309_c0_g1_i1	TRINITY_DN5617_c0_g1_i2	TRINITY_DN3962_c1_g2_i1
TRINITY_DN30_c0_g4_i1	TRINITY_DN56180_c0_g1_i1	TRINITY_DN3963_c0_g1_i2
TRINITY_DN30_c10_g1_i2	TRINITY_DN56195_c0_g1_i8	TRINITY_DN39682_c0_g1_i1
TRINITY_DN30_c10_g1_i5	TRINITY_DN56229_c0_g1_i1	TRINITY_DN3969_c0_g1_i12
TRINITY_DN31029_c0_g2_i6	TRINITY_DN5627_c0_g1_i3	TRINITY_DN3969_c3_g1_i1
TRINITY_DN3103_c0_g2_i3	TRINITY_DN5634_c0_g3_i1	TRINITY_DN396_c0_g1_i10
TRINITY_DN3103_c0_g2_i4	TRINITY_DN5634_c2_g1_i1	TRINITY_DN396_c0_g1_i7
TRINITY_DN3103_c0_g4_i1	TRINITY_DN5639_c2_g1_i7	TRINITY_DN39719_c0_g1_i1
TRINITY_DN3103_c1_g1_i2	TRINITY_DN56415_c0_g1_i1	TRINITY_DN3971_c0_g2_i3
TRINITY_DN31048_c0_g1_i4	TRINITY_DN56416_c1_g2_i1	TRINITY_DN39723_c0_g1_i4
TRINITY_DN31083_c1_g1_i1	TRINITY_DN56429_c0_g1_i3	TRINITY_DN3973_c0_g2_i1
TRINITY_DN31090_c0_g1_i3	TRINITY_DN56447_c0_g3_i1	TRINITY_DN3973_c0_g4_i1
TRINITY_DN310_c0_g2_i2	TRINITY_DN5645_c0_g1_i5	TRINITY_DN39767_c2_g1_i1
TRINITY_DN3110_c0_g1_i2	TRINITY_DN56481_c0_g1_i1	TRINITY_DN39773_c0_g2_i1
TRINITY_DN31118_c0_g1_i7	TRINITY_DN5648_c0_g2_i2	TRINITY_DN39784_c0_g1_i1
TRINITY_DN31119_c0_g4_i1	TRINITY_DN5654_c0_g1_i3	TRINITY_DN3980_c1_g1_i1
TRINITY_DN3111_c0_g1_i2	TRINITY_DN56550_c0_g1_i1	TRINITY_DN39854_c1_g1_i1
TRINITY_DN3111_c0_g1_i8	TRINITY_DN56567_c3_g1_i1	TRINITY_DN3985_c0_g1_i1
TRINITY_DN3111_c0_g2_i3	TRINITY_DN5658_c1_g1_i2	TRINITY_DN3986_c0_g1_i2
TRINITY_DN31122_c0_g2_i1	TRINITY_DN5661_c0_g1_i1	TRINITY_DN3987_c0_g3_i5
TRINITY_DN31146_c0_g2_i1	TRINITY_DN56671_c0_g1_i4	TRINITY_DN39892_c0_g1_i2
TRINITY_DN31169_c0_g1_i1	TRINITY_DN5667_c0_g1_i4	TRINITY_DN3991_c1_g2_i3
TRINITY_DN3117_c0_g2_i2	TRINITY_DN5675_c0_g1_i1	TRINITY_DN3994_c15_g2_i1
TRINITY_DN3117_c0_g2_i3	TRINITY_DN5677_c1_g1_i2	TRINITY_DN3994_c2_g1_i1
TRINITY_DN3118_c0_g1_i13	TRINITY_DN5677_c1_g1_i3	TRINITY_DN3994_c2_g1_i2
TRINITY_DN3118_c0_g1_i7	TRINITY_DN56830_c1_g4_i1	TRINITY_DN3995_c0_g1_i2
TRINITY_DN3120_c0_g1_i5	TRINITY_DN5684_c0_g1_i4	TRINITY_DN3998_c0_g1_i5
TRINITY_DN3120_c0_g1_i8	TRINITY_DN5690_c0_g2_i1	TRINITY_DN3999_c0_g1_i2
TRINITY_DN31220_c0_g1_i4	TRINITY_DN5696_c0_g3_i5	TRINITY_DN39_c0_g1_i4
TRINITY_DN31220_c0_g1_i7	TRINITY_DN56_c0_g1_i7	TRINITY_DN39_c5_g1_i9
TRINITY_DN31236_c0_g1_i3	TRINITY_DN57137_c0_g2_i1	TRINITY_DN39_c5_g2_i1
TRINITY_DN3124_c0_g3_i1	TRINITY_DN5714_c0_g1_i8	TRINITY_DN39_c7_g2_i1
TRINITY_DN31250_c1_g2_i4	TRINITY_DN57229_c0_g2_i5	TRINITY_DN4000_c0_g1_i13
TRINITY_DN31270_c0_g3_i1	TRINITY_DN5722_c3_g2_i1	TRINITY_DN4003_c0_g1_i15
TRINITY_DN31271_c0_g2_i2	TRINITY_DN57319_c0_g1_i1	TRINITY_DN4003_c0_g1_i9
TRINITY_DN31277_c0_g1_i6	TRINITY_DN5731_c0_g2_i2	TRINITY_DN4004_c0_g1_i7
TRINITY_DN3127_c0_g1_i17	TRINITY_DN57387_c0_g1_i1	TRINITY_DN4005_c6_g1_i1
TRINITY_DN3127_c0_g3_i1	TRINITY_DN5748_c0_g3_i1	TRINITY_DN40139_c0_g1_i1
TRINITY_DN3129_c0_g1_i1	TRINITY_DN574_c3_g2_i1	TRINITY_DN40161_c0_g1_i2
TRINITY_DN3129_c0_g1_i10	TRINITY_DN5753_c0_g1_i11	TRINITY_DN40196_c4_g1_i1
TRINITY_DN31300_c0_g1_i1	TRINITY_DN57551_c0_g1_i1	TRINITY_DN401_c4_g1_i1
TRINITY_DN31306_c0_g1_i19	TRINITY_DN575_c0_g4_i1	TRINITY_DN40208_c0_g1_i3
TRINITY_DN3131_c1_g2_i1	TRINITY_DN5760_c0_g1_i5	TRINITY_DN4020_c0_g1_i3
TRINITY_DN31329_c0_g1_i5	TRINITY_DN576_c1_g1_i7	TRINITY_DN4020_c0_g2_i1
TRINITY_DN3133_c0_g2_i13	TRINITY_DN5774_c0_g1_i3	TRINITY_DN4021_c0_g2_i2
TRINITY_DN3133_c0_g2_i6	TRINITY_DN57909_c0_g2_i1	TRINITY_DN4022_c0_g1_i2
TRINITY_DN3137_c0_g2_i8	TRINITY_DN5790_c0_g1_i11	TRINITY_DN40244_c0_g1_i3
TRINITY_DN313_c0_g2_i4	TRINITY_DN57921_c0_g1_i4	TRINITY_DN40248_c0_g1_i3
TRINITY_DN313_c1_g1_i3	TRINITY_DN5796_c0_g1_i14	TRINITY_DN40252_c0_g1_i2
TRINITY_DN31405_c0_g1_i6	TRINITY_DN57997_c0_g1_i3	TRINITY_DN4025_c0_g1_i5
TRINITY_DN3141_c0_g1_i11	TRINITY_DN5800_c0_g1_i4	TRINITY_DN40279_c0_g1_i1
TRINITY_DN31425_c0_g1_i10	TRINITY_DN5806_c2_g1_i1	TRINITY_DN40293_c0_g1_i7
TRINITY_DN3145_c0_g2_i1	TRINITY_DN5810_c0_g3_i2	TRINITY_DN40305_c0_g1_i3
TRINITY_DN3147_c0_g3_i2	TRINITY_DN5812_c0_g2_i9	TRINITY_DN4031_c0_g1_i5
TRINITY_DN3149_c1_g2_i2	TRINITY_DN5819_c1_g1_i1	TRINITY_DN40327_c2_g1_i1
TRINITY_DN3149_c3_g1_i2	TRINITY_DN58240_c0_g1_i2	TRINITY_DN40332_c0_g1_i2
TRINITY_DN3151_c2_g1_i2	TRINITY_DN58240_c0_g5_i1	TRINITY_DN40378_c0_g3_i1
TRINITY_DN31540_c0_g1_i2	TRINITY_DN5824_c0_g1_i1	TRINITY_DN4038_c4_g2_i5
TRINITY_DN3154_c0_g1_i1	TRINITY_DN5824_c0_g1_i9	TRINITY_DN403_c0_g1_i7
TRINITY_DN31599_c0_g1_i1	TRINITY_DN5826_c0_g2_i8	TRINITY_DN4049_c2_g1_i1
TRINITY_DN31608_c2_g1_i1	TRINITY_DN58295_c0_g1_i1	TRINITY_DN404_c1_g4_i1
TRINITY_DN3161_c1_g1_i1	TRINITY_DN5829_c0_g2_i3	TRINITY_DN4051_c0_g2_i1
TRINITY_DN3162_c0_g3_i1	TRINITY_DN58311_c0_g1_i2	TRINITY_DN40524_c0_g2_i2
TRINITY_DN31630_c0_g1_i1	TRINITY_DN5842_c0_g1_i6	TRINITY_DN40532_c0_g1_i6
TRINITY_DN3163_c0_g1_i13	TRINITY_DN58451_c0_g1_i1	TRINITY_DN4054_c1_g1_i6
TRINITY_DN3163_c0_g1_i6	TRINITY_DN58464_c0_g2_i1	TRINITY_DN4054_c1_g2_i1
TRINITY_DN3164_c0_g2_i1	TRINITY_DN58493_c0_g1_i27	TRINITY_DN40552_c0_g1_i1
TRINITY_DN3167_c0_g1_i10	TRINITY_DN5864_c0_g1_i16	TRINITY_DN4055_c0_g1_i5
TRINITY_DN316_c0_g1_i1	TRINITY_DN5864_c0_g1_i18	TRINITY_DN4056_c0_g1_i3
