C0-IV (42634 genes)	C1-IV (41276 genes)
TRINITY_DN6502_c0_g1_i2	TRINITY_DN6929_c0_g1_i17
TRINITY_DN6502_c0_g3_i1	TRINITY_DN6929_c0_g1_i19
TRINITY_DN6502_c1_g1_i3	TRINITY_DN6929_c0_g1_i20
TRINITY_DN6502_c1_g1_i6	TRINITY_DN6929_c0_g1_i4
TRINITY_DN6502_c6_g1_i1	TRINITY_DN6929_c0_g1_i7
TRINITY_DN65036_c0_g2_i1	TRINITY_DN6929_c1_g2_i1
TRINITY_DN6503_c0_g1_i1	TRINITY_DN692_c0_g1_i4
TRINITY_DN6503_c1_g1_i16	TRINITY_DN692_c0_g2_i1
TRINITY_DN6503_c1_g1_i2	TRINITY_DN692_c0_g2_i3
TRINITY_DN65041_c2_g1_i1	TRINITY_DN692_c0_g2_i4
TRINITY_DN65042_c0_g1_i2	TRINITY_DN692_c0_g3_i4
TRINITY_DN65045_c0_g1_i1	TRINITY_DN692_c0_g3_i7
TRINITY_DN65047_c0_g1_i4	TRINITY_DN692_c1_g1_i7
TRINITY_DN6504_c0_g1_i4	TRINITY_DN69319_c0_g1_i2
TRINITY_DN6504_c0_g2_i11	TRINITY_DN6931_c0_g1_i11
TRINITY_DN6504_c0_g2_i7	TRINITY_DN6931_c0_g1_i13
TRINITY_DN65050_c0_g1_i1	TRINITY_DN6931_c0_g1_i5
TRINITY_DN65054_c4_g1_i3	TRINITY_DN69320_c0_g1_i1
TRINITY_DN65062_c0_g1_i12	TRINITY_DN6932_c1_g1_i1
TRINITY_DN65063_c0_g1_i6	TRINITY_DN69335_c0_g1_i1
TRINITY_DN65063_c0_g2_i2	TRINITY_DN69335_c0_g3_i1
TRINITY_DN6506_c0_g1_i2	TRINITY_DN6933_c0_g1_i3
TRINITY_DN6506_c1_g1_i1	TRINITY_DN6933_c0_g1_i4
TRINITY_DN6507_c0_g1_i2	TRINITY_DN6933_c0_g1_i8
TRINITY_DN6507_c2_g1_i2	TRINITY_DN6933_c0_g1_i9
TRINITY_DN6507_c3_g1_i1	TRINITY_DN69340_c0_g1_i1
TRINITY_DN65085_c0_g1_i1	TRINITY_DN69340_c2_g1_i1
TRINITY_DN6508_c1_g1_i16	TRINITY_DN6934_c0_g1_i6
TRINITY_DN650_c0_g1_i2	TRINITY_DN6935_c0_g1_i3
TRINITY_DN650_c0_g2_i1	TRINITY_DN6935_c0_g3_i1
TRINITY_DN650_c0_g4_i2	TRINITY_DN6936_c0_g1_i1
TRINITY_DN6510_c0_g2_i1	TRINITY_DN6936_c0_g1_i3
TRINITY_DN6510_c1_g4_i1	TRINITY_DN6936_c0_g1_i4
TRINITY_DN6510_c3_g1_i2	TRINITY_DN6936_c0_g1_i6
TRINITY_DN6511_c0_g2_i4	TRINITY_DN6936_c0_g1_i8
TRINITY_DN6512_c0_g1_i3	TRINITY_DN6936_c3_g1_i1
TRINITY_DN65144_c4_g1_i1	TRINITY_DN69394_c0_g3_i1
TRINITY_DN65144_c5_g1_i1	TRINITY_DN6939_c0_g1_i4
TRINITY_DN6514_c0_g1_i1	TRINITY_DN6939_c0_g1_i5
TRINITY_DN6514_c0_g1_i4	TRINITY_DN6939_c0_g1_i6
TRINITY_DN6514_c0_g1_i5	TRINITY_DN693_c0_g1_i1
TRINITY_DN6514_c1_g1_i3	TRINITY_DN693_c0_g1_i12
TRINITY_DN6515_c0_g1_i14	TRINITY_DN693_c0_g1_i20
TRINITY_DN6515_c0_g1_i3	TRINITY_DN693_c0_g1_i21
TRINITY_DN6515_c0_g1_i8	TRINITY_DN693_c0_g1_i26
TRINITY_DN6515_c0_g1_i9	TRINITY_DN693_c1_g1_i1
TRINITY_DN65160_c0_g1_i1	TRINITY_DN693_c1_g1_i3
TRINITY_DN65169_c0_g2_i1	TRINITY_DN693_c1_g1_i4
TRINITY_DN65169_c1_g1_i1	TRINITY_DN693_c1_g2_i1
TRINITY_DN6516_c0_g1_i3	TRINITY_DN693_c1_g4_i5
TRINITY_DN6517_c0_g1_i3	TRINITY_DN69402_c1_g1_i3
TRINITY_DN65186_c0_g1_i1	TRINITY_DN6940_c0_g1_i2
TRINITY_DN6518_c0_g2_i2	TRINITY_DN6940_c0_g2_i1
TRINITY_DN6518_c0_g4_i1	TRINITY_DN6940_c0_g2_i2
TRINITY_DN6518_c0_g5_i1	TRINITY_DN6940_c0_g2_i6
TRINITY_DN6518_c0_g6_i2	TRINITY_DN6940_c3_g1_i1
TRINITY_DN651_c0_g1_i17	TRINITY_DN6941_c0_g1_i1
TRINITY_DN651_c0_g1_i22	TRINITY_DN6941_c0_g1_i2
TRINITY_DN651_c0_g1_i23	TRINITY_DN6941_c0_g1_i6
TRINITY_DN651_c0_g1_i24	TRINITY_DN69446_c0_g1_i1
TRINITY_DN651_c0_g1_i28	TRINITY_DN69446_c0_g2_i1
TRINITY_DN651_c0_g1_i37	TRINITY_DN6944_c0_g2_i1
TRINITY_DN6520_c0_g1_i1	TRINITY_DN6944_c1_g1_i4
TRINITY_DN6520_c0_g1_i3	TRINITY_DN6944_c1_g1_i6
TRINITY_DN65210_c0_g1_i1	TRINITY_DN6944_c1_g3_i1
TRINITY_DN65215_c0_g1_i1	TRINITY_DN69452_c0_g1_i2
TRINITY_DN65218_c0_g4_i1	TRINITY_DN69452_c0_g1_i6
TRINITY_DN6521_c0_g2_i2	TRINITY_DN69456_c1_g2_i1
TRINITY_DN65220_c0_g1_i2	TRINITY_DN6945_c0_g1_i1
TRINITY_DN6522_c0_g1_i1	TRINITY_DN6945_c0_g2_i1
TRINITY_DN6522_c0_g2_i1	TRINITY_DN6945_c0_g3_i1
TRINITY_DN65238_c0_g1_i6	TRINITY_DN6945_c0_g3_i2
TRINITY_DN65238_c0_g1_i7	TRINITY_DN69467_c1_g1_i1
TRINITY_DN65238_c0_g1_i8	TRINITY_DN69469_c0_g1_i1
TRINITY_DN65238_c1_g1_i1	TRINITY_DN6946_c0_g1_i3
TRINITY_DN6523_c1_g2_i1	TRINITY_DN6946_c0_g1_i4
TRINITY_DN6524_c0_g2_i3	TRINITY_DN69484_c0_g2_i1
TRINITY_DN6524_c0_g3_i4	TRINITY_DN69499_c0_g1_i1
TRINITY_DN65256_c0_g2_i2	TRINITY_DN694_c1_g7_i1
TRINITY_DN65256_c2_g1_i1	TRINITY_DN694_c38_g1_i1
TRINITY_DN65258_c0_g3_i2	TRINITY_DN694_c38_g1_i2
TRINITY_DN6525_c0_g1_i5	TRINITY_DN694_c38_g1_i4
TRINITY_DN65262_c0_g3_i1	TRINITY_DN694_c3_g1_i11
TRINITY_DN65262_c0_g5_i1	TRINITY_DN694_c3_g1_i6
TRINITY_DN65269_c0_g2_i1	TRINITY_DN69501_c0_g1_i1
TRINITY_DN65279_c0_g1_i4	TRINITY_DN6950_c2_g1_i1
TRINITY_DN6527_c0_g1_i3	TRINITY_DN69512_c0_g1_i1
TRINITY_DN6527_c0_g1_i5	TRINITY_DN6951_c0_g1_i1
TRINITY_DN65286_c0_g1_i1	TRINITY_DN6951_c0_g1_i10
TRINITY_DN6528_c0_g1_i1	TRINITY_DN6951_c0_g1_i12
TRINITY_DN6528_c0_g1_i4	TRINITY_DN6951_c0_g1_i22
TRINITY_DN6529_c0_g1_i12	TRINITY_DN69520_c0_g2_i1
TRINITY_DN6529_c0_g1_i5	TRINITY_DN69528_c0_g1_i1
TRINITY_DN652_c0_g1_i2	TRINITY_DN6953_c0_g2_i12
TRINITY_DN652_c1_g1_i3	TRINITY_DN6953_c0_g2_i3
TRINITY_DN652_c6_g2_i5	TRINITY_DN6953_c0_g2_i7
TRINITY_DN65304_c1_g1_i1	TRINITY_DN6953_c0_g2_i9
TRINITY_DN6530_c0_g2_i2	TRINITY_DN69543_c0_g1_i1
TRINITY_DN65311_c0_g1_i1	TRINITY_DN69549_c1_g1_i1
TRINITY_DN65317_c1_g1_i1	TRINITY_DN69574_c0_g3_i1
TRINITY_DN65319_c0_g1_i1	TRINITY_DN6957_c0_g1_i1
TRINITY_DN6531_c0_g1_i1	TRINITY_DN6957_c0_g1_i2
TRINITY_DN6531_c0_g2_i1	TRINITY_DN6957_c0_g1_i3
TRINITY_DN6531_c0_g2_i2	TRINITY_DN69588_c1_g1_i1
TRINITY_DN6531_c0_g2_i3	TRINITY_DN695_c1_g2_i4
TRINITY_DN6531_c1_g1_i1	TRINITY_DN6960_c0_g1_i3
TRINITY_DN6532_c0_g1_i1	TRINITY_DN6962_c1_g1_i1
TRINITY_DN6533_c0_g1_i4	TRINITY_DN69634_c0_g1_i1
TRINITY_DN6533_c0_g2_i1	TRINITY_DN69634_c0_g1_i2
TRINITY_DN65351_c0_g1_i1	TRINITY_DN69667_c0_g1_i3
TRINITY_DN6535_c0_g1_i2	TRINITY_DN6966_c0_g1_i1
TRINITY_DN6535_c0_g1_i3	TRINITY_DN6966_c0_g1_i10
TRINITY_DN65363_c0_g1_i1	TRINITY_DN69675_c0_g1_i4
TRINITY_DN6536_c0_g1_i9	TRINITY_DN69675_c1_g1_i2
TRINITY_DN6537_c0_g1_i10	TRINITY_DN696_c0_g7_i1
TRINITY_DN6537_c0_g1_i14	TRINITY_DN696_c1_g1_i1
TRINITY_DN6537_c0_g1_i2	TRINITY_DN696_c1_g1_i3
TRINITY_DN6538_c0_g1_i1	TRINITY_DN696_c1_g1_i4
TRINITY_DN6538_c0_g1_i6	TRINITY_DN696_c2_g1_i2
TRINITY_DN65391_c0_g2_i1	TRINITY_DN696_c2_g1_i4
TRINITY_DN65394_c0_g1_i1	TRINITY_DN6970_c0_g1_i1
TRINITY_DN6539_c1_g3_i1	TRINITY_DN6970_c0_g1_i5
TRINITY_DN653_c0_g3_i1	TRINITY_DN69712_c0_g2_i1
TRINITY_DN653_c1_g1_i1	TRINITY_DN69719_c0_g2_i1
TRINITY_DN653_c1_g2_i1	TRINITY_DN69719_c3_g1_i1
TRINITY_DN653_c3_g1_i1	TRINITY_DN6972_c0_g1_i1
TRINITY_DN653_c3_g1_i3	TRINITY_DN6972_c0_g1_i3
TRINITY_DN653_c4_g1_i11	TRINITY_DN6972_c0_g2_i3
TRINITY_DN653_c4_g1_i25	TRINITY_DN6972_c3_g1_i1
TRINITY_DN653_c5_g1_i8	TRINITY_DN69738_c0_g1_i1
TRINITY_DN65407_c0_g1_i1	TRINITY_DN6973_c1_g1_i2
TRINITY_DN65408_c0_g1_i1	TRINITY_DN6975_c0_g1_i1
TRINITY_DN6540_c0_g1_i18	TRINITY_DN6976_c0_g4_i1
TRINITY_DN6540_c0_g1_i20	TRINITY_DN6976_c2_g1_i2
TRINITY_DN6540_c0_g1_i22	TRINITY_DN6976_c2_g4_i1
TRINITY_DN6540_c0_g1_i9	TRINITY_DN6976_c4_g1_i1
TRINITY_DN6540_c1_g2_i1	TRINITY_DN6977_c0_g1_i3
TRINITY_DN6541_c0_g4_i4	TRINITY_DN6978_c0_g1_i3
TRINITY_DN6541_c0_g5_i1	TRINITY_DN6978_c0_g1_i5
TRINITY_DN6541_c1_g1_i1	TRINITY_DN69795_c0_g2_i2
TRINITY_DN6542_c0_g4_i2	TRINITY_DN69796_c0_g1_i6
TRINITY_DN6542_c0_g4_i5	TRINITY_DN69796_c0_g1_i8
TRINITY_DN65435_c0_g1_i1	TRINITY_DN6979_c0_g1_i2
TRINITY_DN6543_c0_g2_i4	TRINITY_DN6979_c0_g1_i3
TRINITY_DN65441_c0_g1_i1	TRINITY_DN697_c0_g1_i2
TRINITY_DN65441_c3_g1_i1	TRINITY_DN697_c3_g1_i1
TRINITY_DN65445_c0_g1_i2	TRINITY_DN69805_c0_g4_i2
TRINITY_DN6544_c0_g2_i8	TRINITY_DN6980_c0_g2_i8
TRINITY_DN65451_c0_g1_i2	TRINITY_DN69858_c0_g1_i1
TRINITY_DN65452_c0_g1_i1	TRINITY_DN69879_c0_g1_i1
TRINITY_DN65455_c0_g1_i1	TRINITY_DN69896_c0_g2_i1
TRINITY_DN65462_c0_g1_i1	TRINITY_DN69898_c0_g1_i1
TRINITY_DN65464_c0_g1_i3	TRINITY_DN6989_c0_g1_i13
TRINITY_DN6547_c0_g1_i8	TRINITY_DN698_c0_g1_i10
TRINITY_DN6547_c1_g1_i1	TRINITY_DN698_c0_g1_i12
TRINITY_DN6547_c1_g1_i13	TRINITY_DN698_c0_g1_i4
TRINITY_DN6547_c1_g1_i17	TRINITY_DN698_c0_g1_i7
TRINITY_DN6547_c1_g1_i3	TRINITY_DN698_c0_g1_i8
TRINITY_DN6547_c1_g1_i4	TRINITY_DN698_c0_g1_i9
TRINITY_DN6547_c1_g1_i8	TRINITY_DN69920_c1_g1_i1
TRINITY_DN6547_c1_g1_i9	TRINITY_DN6992_c0_g1_i7
TRINITY_DN65486_c0_g1_i1	TRINITY_DN6992_c0_g2_i2
TRINITY_DN6548_c0_g2_i10	TRINITY_DN69935_c0_g1_i10
TRINITY_DN65490_c0_g1_i1	TRINITY_DN69935_c0_g1_i3
TRINITY_DN65492_c0_g1_i1	TRINITY_DN69938_c1_g1_i3
TRINITY_DN65493_c0_g1_i1	TRINITY_DN69938_c3_g1_i1
TRINITY_DN6549_c0_g1_i10	TRINITY_DN6993_c1_g1_i1
TRINITY_DN6549_c0_g1_i14	TRINITY_DN69941_c0_g1_i5
TRINITY_DN6549_c0_g1_i15	TRINITY_DN69946_c0_g1_i4
TRINITY_DN6549_c0_g1_i17	TRINITY_DN6995_c0_g1_i1
TRINITY_DN6549_c0_g1_i4	TRINITY_DN6995_c0_g1_i4
TRINITY_DN654_c1_g2_i11	TRINITY_DN6995_c0_g3_i1
TRINITY_DN654_c1_g2_i14	TRINITY_DN69965_c0_g1_i1
TRINITY_DN654_c1_g2_i2	TRINITY_DN6996_c0_g1_i1
TRINITY_DN654_c1_g2_i4	TRINITY_DN69980_c0_g1_i5
TRINITY_DN654_c1_g2_i5	TRINITY_DN69981_c0_g1_i3
TRINITY_DN654_c1_g2_i8	TRINITY_DN69981_c0_g1_i6
TRINITY_DN654_c1_g3_i2	TRINITY_DN69981_c0_g1_i7
TRINITY_DN654_c2_g1_i1	TRINITY_DN69995_c0_g1_i1
TRINITY_DN654_c5_g1_i1	TRINITY_DN69999_c0_g1_i1
TRINITY_DN65501_c0_g3_i1	TRINITY_DN69_c0_g3_i1
TRINITY_DN65503_c0_g2_i1	TRINITY_DN69_c0_g3_i3
TRINITY_DN6550_c0_g1_i11	TRINITY_DN69_c0_g3_i4
TRINITY_DN6550_c0_g1_i4	TRINITY_DN69_c1_g1_i6
TRINITY_DN65521_c0_g1_i6	TRINITY_DN6_c0_g1_i4
TRINITY_DN6552_c0_g1_i7	TRINITY_DN6_c0_g3_i1
TRINITY_DN6552_c0_g2_i2	TRINITY_DN6_c158_g1_i1
TRINITY_DN6552_c0_g3_i4	TRINITY_DN6_c18_g1_i2
TRINITY_DN6552_c1_g1_i1	TRINITY_DN6_c197_g1_i1
TRINITY_DN65535_c0_g2_i1	TRINITY_DN6_c1_g1_i12
TRINITY_DN6553_c0_g1_i6	TRINITY_DN6_c1_g1_i3
TRINITY_DN6553_c1_g1_i1	TRINITY_DN6_c20_g1_i2
TRINITY_DN6553_c2_g1_i1	TRINITY_DN6_c2_g2_i1
TRINITY_DN6554_c3_g1_i1	TRINITY_DN6_c2_g2_i2
TRINITY_DN65556_c0_g1_i2	TRINITY_DN6_c5_g2_i4
TRINITY_DN65557_c0_g2_i1	TRINITY_DN6_c63_g2_i1
TRINITY_DN65562_c0_g3_i1	TRINITY_DN6_c68_g1_i1
TRINITY_DN65567_c0_g1_i1	TRINITY_DN6_c6_g1_i1
TRINITY_DN65571_c0_g1_i1	TRINITY_DN6_c7_g2_i7
TRINITY_DN6557_c0_g1_i8	TRINITY_DN6_c8_g1_i3
TRINITY_DN6557_c0_g2_i1	TRINITY_DN70005_c0_g1_i1
TRINITY_DN6557_c1_g1_i3	TRINITY_DN70009_c0_g1_i1
TRINITY_DN6557_c2_g1_i3	TRINITY_DN7001_c0_g1_i2
TRINITY_DN6557_c9_g1_i1	TRINITY_DN7001_c0_g2_i3
TRINITY_DN65583_c0_g2_i1	TRINITY_DN7001_c0_g2_i5
TRINITY_DN65585_c0_g1_i2	TRINITY_DN70023_c0_g1_i1
TRINITY_DN6558_c1_g1_i1	TRINITY_DN70042_c0_g1_i1
TRINITY_DN6558_c1_g1_i3	TRINITY_DN7006_c0_g1_i3
TRINITY_DN65590_c0_g2_i1	TRINITY_DN7006_c0_g1_i5
TRINITY_DN6559_c0_g1_i6	TRINITY_DN7006_c0_g1_i8
TRINITY_DN6559_c1_g1_i3	TRINITY_DN7006_c0_g2_i1
TRINITY_DN655_c0_g1_i2	TRINITY_DN7007_c0_g1_i1
TRINITY_DN655_c0_g1_i3	TRINITY_DN70088_c0_g1_i1
TRINITY_DN655_c0_g1_i5	TRINITY_DN7009_c0_g3_i1
TRINITY_DN655_c0_g1_i7	TRINITY_DN700_c17_g1_i1
TRINITY_DN655_c0_g1_i8	TRINITY_DN700_c1_g1_i1
TRINITY_DN655_c6_g1_i1	TRINITY_DN700_c1_g1_i3
TRINITY_DN65602_c0_g1_i2	TRINITY_DN700_c3_g1_i1
TRINITY_DN65604_c1_g1_i2	TRINITY_DN70102_c0_g2_i1
TRINITY_DN65605_c1_g1_i1	TRINITY_DN7010_c0_g1_i1
TRINITY_DN65612_c0_g1_i1	TRINITY_DN7011_c1_g1_i1
TRINITY_DN65612_c0_g3_i1	TRINITY_DN70127_c0_g1_i2
TRINITY_DN65612_c1_g1_i1	TRINITY_DN70138_c0_g1_i1
TRINITY_DN65622_c0_g2_i1	TRINITY_DN7013_c0_g1_i1
TRINITY_DN65623_c0_g1_i1	TRINITY_DN7013_c0_g1_i2
TRINITY_DN65639_c0_g1_i1	TRINITY_DN7013_c1_g1_i1
TRINITY_DN6563_c0_g2_i1	TRINITY_DN70142_c0_g1_i2
TRINITY_DN65640_c0_g1_i1	TRINITY_DN70142_c0_g1_i3
TRINITY_DN65640_c0_g1_i4	TRINITY_DN7014_c0_g1_i3
TRINITY_DN65655_c0_g1_i5	TRINITY_DN70169_c0_g1_i1
TRINITY_DN6565_c0_g1_i2	TRINITY_DN7016_c0_g1_i2
TRINITY_DN6565_c0_g1_i4	TRINITY_DN70178_c0_g2_i1
TRINITY_DN6565_c0_g1_i9	TRINITY_DN70178_c1_g2_i2
TRINITY_DN6565_c0_g2_i1	TRINITY_DN70196_c0_g1_i1
TRINITY_DN6565_c1_g1_i13	TRINITY_DN701_c0_g1_i1
TRINITY_DN6565_c1_g1_i14	TRINITY_DN701_c0_g1_i10
TRINITY_DN6565_c1_g1_i3	TRINITY_DN701_c0_g1_i11
TRINITY_DN6565_c1_g1_i6	TRINITY_DN701_c0_g1_i14
TRINITY_DN6565_c1_g1_i7	TRINITY_DN701_c0_g1_i18
TRINITY_DN65661_c0_g2_i1	TRINITY_DN701_c0_g1_i19
TRINITY_DN65661_c1_g1_i1	TRINITY_DN701_c0_g1_i4
TRINITY_DN65664_c0_g1_i1	TRINITY_DN701_c0_g1_i5
TRINITY_DN65667_c0_g1_i17	TRINITY_DN70225_c0_g2_i1
TRINITY_DN65667_c0_g1_i2	TRINITY_DN70225_c0_g3_i1
TRINITY_DN65667_c0_g1_i4	TRINITY_DN7022_c0_g1_i2
TRINITY_DN65667_c0_g1_i9	TRINITY_DN7022_c0_g1_i8
TRINITY_DN65667_c2_g1_i1	TRINITY_DN7022_c1_g1_i1
TRINITY_DN65674_c0_g1_i1	TRINITY_DN7023_c0_g1_i4
TRINITY_DN6569_c0_g1_i4	TRINITY_DN7023_c1_g2_i1
TRINITY_DN656_c0_g1_i5	TRINITY_DN7023_c1_g2_i4
TRINITY_DN656_c0_g1_i7	TRINITY_DN7024_c0_g1_i7
TRINITY_DN656_c0_g2_i3	TRINITY_DN70256_c0_g1_i3
TRINITY_DN656_c0_g2_i7	TRINITY_DN7025_c0_g3_i1
TRINITY_DN656_c0_g2_i9	TRINITY_DN7026_c2_g1_i1
TRINITY_DN65703_c0_g1_i2	TRINITY_DN7027_c0_g3_i2
TRINITY_DN6570_c0_g1_i5	TRINITY_DN7027_c1_g1_i32
TRINITY_DN6570_c0_g1_i8	TRINITY_DN7027_c1_g1_i6
TRINITY_DN6570_c0_g2_i1	TRINITY_DN7027_c1_g1_i8
TRINITY_DN6570_c0_g3_i1	TRINITY_DN7028_c0_g1_i1
TRINITY_DN6570_c0_g4_i1	TRINITY_DN7029_c0_g1_i1
TRINITY_DN6570_c1_g1_i4	TRINITY_DN702_c0_g1_i1
TRINITY_DN6570_c3_g1_i2	TRINITY_DN702_c0_g1_i2
TRINITY_DN65714_c0_g3_i2	TRINITY_DN702_c0_g1_i4
TRINITY_DN65714_c0_g4_i1	TRINITY_DN702_c1_g1_i2
TRINITY_DN65719_c0_g1_i1	TRINITY_DN702_c1_g1_i7
TRINITY_DN6571_c0_g1_i1	TRINITY_DN7030_c0_g1_i3
TRINITY_DN6573_c0_g1_i2	TRINITY_DN70314_c1_g1_i1
TRINITY_DN65744_c0_g1_i1	TRINITY_DN70321_c0_g1_i1
TRINITY_DN6574_c0_g1_i2	TRINITY_DN7032_c0_g1_i1
TRINITY_DN6575_c0_g2_i1	TRINITY_DN70332_c0_g1_i5
TRINITY_DN6575_c0_g3_i1	TRINITY_DN70334_c0_g2_i1
TRINITY_DN65764_c0_g1_i1	TRINITY_DN70336_c0_g1_i1
TRINITY_DN65765_c0_g1_i1	TRINITY_DN70336_c0_g3_i1
TRINITY_DN6576_c0_g1_i3	TRINITY_DN7033_c0_g1_i3
TRINITY_DN6576_c0_g1_i4	TRINITY_DN70340_c0_g1_i3
TRINITY_DN6578_c0_g1_i1	TRINITY_DN70343_c0_g2_i1
TRINITY_DN65792_c0_g1_i1	TRINITY_DN70343_c1_g1_i1
TRINITY_DN657_c0_g1_i13	TRINITY_DN70343_c1_g1_i3
TRINITY_DN657_c0_g2_i1	TRINITY_DN7034_c1_g1_i1
TRINITY_DN657_c0_g2_i2	TRINITY_DN7034_c1_g2_i1
TRINITY_DN657_c3_g1_i1	TRINITY_DN70356_c0_g2_i1
TRINITY_DN657_c4_g1_i1	TRINITY_DN70362_c0_g2_i1
TRINITY_DN65801_c0_g1_i1	TRINITY_DN70369_c0_g1_i1
TRINITY_DN65802_c0_g1_i8	TRINITY_DN7036_c1_g2_i1
TRINITY_DN6580_c0_g1_i3	TRINITY_DN703_c0_g1_i2
TRINITY_DN6580_c0_g1_i7	TRINITY_DN703_c0_g1_i6
TRINITY_DN6580_c0_g1_i8	TRINITY_DN703_c1_g1_i19
TRINITY_DN6580_c0_g3_i1	TRINITY_DN703_c1_g1_i20
TRINITY_DN6580_c0_g4_i1	TRINITY_DN703_c1_g1_i21
TRINITY_DN6580_c1_g1_i1	TRINITY_DN703_c1_g1_i7
TRINITY_DN6580_c2_g1_i1	TRINITY_DN70402_c0_g1_i1
TRINITY_DN6580_c3_g1_i1	TRINITY_DN70404_c0_g2_i1
TRINITY_DN6581_c0_g2_i2	TRINITY_DN7041_c0_g1_i4
TRINITY_DN6581_c0_g2_i3	TRINITY_DN7041_c0_g1_i5
TRINITY_DN6581_c1_g2_i1	TRINITY_DN70420_c0_g1_i3
TRINITY_DN6582_c0_g1_i2	TRINITY_DN70426_c0_g1_i2
TRINITY_DN6584_c0_g1_i5	TRINITY_DN7042_c0_g1_i12
TRINITY_DN6584_c0_g1_i6	TRINITY_DN7042_c0_g1_i2
TRINITY_DN65851_c0_g1_i1	TRINITY_DN7042_c0_g1_i8
TRINITY_DN6585_c0_g1_i1	TRINITY_DN70434_c0_g1_i2
TRINITY_DN65865_c1_g1_i1	TRINITY_DN70438_c0_g1_i1
TRINITY_DN6586_c0_g1_i5	TRINITY_DN70438_c0_g2_i1
TRINITY_DN6587_c0_g2_i1	TRINITY_DN70439_c0_g1_i1
TRINITY_DN65886_c4_g1_i1	TRINITY_DN7043_c0_g1_i1
TRINITY_DN6588_c0_g1_i10	TRINITY_DN7043_c0_g1_i6
TRINITY_DN65894_c1_g2_i1	TRINITY_DN70452_c0_g1_i1
TRINITY_DN658_c0_g3_i1	TRINITY_DN70455_c0_g1_i2
TRINITY_DN658_c0_g4_i1	TRINITY_DN70463_c0_g5_i1
TRINITY_DN65914_c0_g2_i1	TRINITY_DN7049_c0_g1_i3
TRINITY_DN65914_c1_g1_i1	TRINITY_DN7049_c0_g1_i6
TRINITY_DN65922_c0_g1_i1	TRINITY_DN7049_c0_g2_i3
TRINITY_DN65925_c0_g1_i1	TRINITY_DN70502_c0_g1_i1
TRINITY_DN65925_c4_g1_i1	TRINITY_DN70507_c0_g2_i1
TRINITY_DN6592_c1_g1_i1	TRINITY_DN7050_c0_g2_i9
TRINITY_DN6592_c1_g1_i7	TRINITY_DN70510_c0_g2_i1
TRINITY_DN6592_c1_g2_i1	TRINITY_DN70516_c1_g1_i1
TRINITY_DN65933_c0_g2_i1	TRINITY_DN70528_c0_g1_i1
TRINITY_DN6593_c0_g1_i1	TRINITY_DN70534_c0_g1_i1
TRINITY_DN6593_c0_g2_i1	TRINITY_DN70537_c0_g1_i1
TRINITY_DN65945_c0_g2_i1	TRINITY_DN7053_c0_g1_i1
TRINITY_DN65949_c0_g1_i1	TRINITY_DN7053_c0_g1_i2
TRINITY_DN6594_c0_g1_i5	TRINITY_DN7053_c0_g1_i6
TRINITY_DN6595_c0_g4_i1	TRINITY_DN70540_c0_g2_i1
TRINITY_DN6595_c0_g4_i3	TRINITY_DN70545_c0_g1_i1
TRINITY_DN65969_c0_g1_i2	TRINITY_DN70547_c0_g1_i1
TRINITY_DN65977_c1_g1_i1	TRINITY_DN70549_c0_g2_i1
TRINITY_DN659_c0_g1_i3	TRINITY_DN7054_c0_g1_i2
TRINITY_DN659_c0_g1_i7	TRINITY_DN7054_c0_g1_i3
TRINITY_DN659_c1_g1_i1	TRINITY_DN7054_c1_g1_i1
TRINITY_DN659_c1_g1_i3	TRINITY_DN7055_c1_g1_i2
TRINITY_DN659_c1_g2_i4	TRINITY_DN70562_c0_g1_i1
TRINITY_DN659_c1_g3_i1	TRINITY_DN70563_c0_g1_i1
TRINITY_DN65_c0_g1_i2	TRINITY_DN70567_c1_g1_i1
TRINITY_DN65_c0_g2_i1	TRINITY_DN70568_c1_g4_i1
TRINITY_DN65_c1_g2_i1	TRINITY_DN7056_c0_g1_i1
TRINITY_DN65_c1_g3_i4	TRINITY_DN70575_c0_g1_i1
TRINITY_DN65_c1_g3_i5	TRINITY_DN70582_c0_g1_i7
TRINITY_DN65_c1_g4_i2	TRINITY_DN70592_c0_g1_i1
TRINITY_DN66005_c0_g1_i5	TRINITY_DN70598_c0_g2_i1
TRINITY_DN66015_c1_g1_i3	TRINITY_DN7059_c0_g1_i5
TRINITY_DN6601_c0_g1_i1	TRINITY_DN705_c0_g1_i9
TRINITY_DN6601_c0_g1_i2	TRINITY_DN705_c1_g1_i3
TRINITY_DN66033_c0_g1_i1	TRINITY_DN705_c1_g2_i1
TRINITY_DN66034_c0_g1_i1	TRINITY_DN705_c2_g3_i1
TRINITY_DN6604_c0_g2_i1	TRINITY_DN705_c4_g1_i2
TRINITY_DN6604_c0_g2_i2	TRINITY_DN705_c4_g2_i1
TRINITY_DN66050_c1_g1_i1	TRINITY_DN70600_c1_g1_i1
TRINITY_DN6605_c0_g1_i1	TRINITY_DN7060_c0_g1_i2
TRINITY_DN6605_c0_g2_i1	TRINITY_DN7060_c0_g1_i6
TRINITY_DN6606_c0_g1_i5	TRINITY_DN7061_c0_g1_i1
TRINITY_DN6606_c0_g1_i6	TRINITY_DN7062_c0_g1_i2
TRINITY_DN6607_c0_g2_i1	TRINITY_DN7062_c0_g1_i3
TRINITY_DN6607_c0_g2_i3	TRINITY_DN70638_c0_g1_i1
