C0-V (29697 genes)	C1-V (28578 genes)
TRINITY_DN2076_c1_g1_i4	TRINITY_DN21481_c0_g1_i7
TRINITY_DN2076_c2_g1_i4	TRINITY_DN21483_c1_g1_i2
TRINITY_DN20774_c0_g1_i7	TRINITY_DN21484_c0_g3_i1
TRINITY_DN207775_c0_g1_i1	TRINITY_DN214851_c0_g1_i1
TRINITY_DN20777_c0_g2_i2	TRINITY_DN2148_c0_g1_i2
TRINITY_DN20777_c0_g4_i1	TRINITY_DN2148_c12_g1_i1
TRINITY_DN207791_c0_g2_i1	TRINITY_DN2148_c2_g1_i4
TRINITY_DN2077_c0_g1_i12	TRINITY_DN2148_c3_g1_i1
TRINITY_DN2077_c0_g1_i17	TRINITY_DN2148_c4_g5_i1
TRINITY_DN20780_c0_g1_i2	TRINITY_DN21494_c1_g1_i3
TRINITY_DN20780_c1_g1_i1	TRINITY_DN2149_c0_g1_i3
TRINITY_DN20783_c0_g2_i3	TRINITY_DN2149_c0_g1_i4
TRINITY_DN20784_c0_g1_i2	TRINITY_DN2149_c0_g3_i1
TRINITY_DN207883_c0_g1_i1	TRINITY_DN2149_c1_g1_i3
TRINITY_DN20792_c0_g1_i1	TRINITY_DN214_c0_g1_i12
TRINITY_DN207937_c0_g1_i1	TRINITY_DN214_c0_g1_i2
TRINITY_DN20794_c2_g1_i4	TRINITY_DN214_c0_g1_i5
TRINITY_DN20794_c2_g1_i6	TRINITY_DN214_c0_g1_i8
TRINITY_DN20799_c1_g1_i1	TRINITY_DN214_c0_g1_i9
TRINITY_DN2079_c0_g1_i3	TRINITY_DN21502_c0_g1_i2
TRINITY_DN207_c0_g3_i1	TRINITY_DN215033_c0_g1_i1
TRINITY_DN207_c1_g1_i2	TRINITY_DN21509_c0_g1_i3
TRINITY_DN207_c2_g2_i1	TRINITY_DN21509_c0_g1_i9
TRINITY_DN2080_c0_g1_i21	TRINITY_DN2150_c0_g1_i2
TRINITY_DN20811_c0_g4_i1	TRINITY_DN215113_c0_g1_i1
TRINITY_DN20815_c0_g1_i1	TRINITY_DN21511_c0_g1_i1
TRINITY_DN20815_c0_g1_i2	TRINITY_DN21512_c0_g2_i2
TRINITY_DN20815_c1_g1_i1	TRINITY_DN21513_c0_g2_i2
TRINITY_DN20819_c0_g1_i6	TRINITY_DN21513_c0_g2_i3
TRINITY_DN2081_c0_g1_i8	TRINITY_DN21513_c0_g2_i4
TRINITY_DN20821_c0_g1_i3	TRINITY_DN215154_c0_g1_i1
TRINITY_DN20827_c0_g1_i1	TRINITY_DN21517_c0_g2_i1
TRINITY_DN2082_c0_g3_i1	TRINITY_DN21521_c0_g1_i1
TRINITY_DN2082_c1_g2_i6	TRINITY_DN21527_c0_g1_i1
TRINITY_DN2082_c2_g2_i6	TRINITY_DN21527_c0_g2_i1
TRINITY_DN20832_c0_g1_i6	TRINITY_DN21527_c0_g3_i3
TRINITY_DN20833_c0_g1_i1	TRINITY_DN21527_c0_g3_i4
TRINITY_DN20833_c0_g1_i2	TRINITY_DN21528_c1_g1_i5
TRINITY_DN20837_c1_g1_i1	TRINITY_DN21530_c0_g2_i4
TRINITY_DN20837_c2_g1_i2	TRINITY_DN21537_c0_g1_i1
TRINITY_DN20842_c0_g1_i1	TRINITY_DN2153_c0_g2_i1
TRINITY_DN20846_c1_g1_i1	TRINITY_DN215441_c0_g1_i1
TRINITY_DN2084_c0_g1_i7	TRINITY_DN215451_c0_g1_i1
TRINITY_DN2084_c1_g1_i3	TRINITY_DN21552_c0_g1_i1
TRINITY_DN2084_c1_g1_i4	TRINITY_DN215551_c0_g1_i1
TRINITY_DN2084_c1_g1_i9	TRINITY_DN21557_c0_g1_i1
TRINITY_DN20857_c0_g1_i4	TRINITY_DN21557_c0_g1_i2
TRINITY_DN20860_c0_g1_i1	TRINITY_DN21557_c0_g1_i6
TRINITY_DN2086_c0_g2_i1	TRINITY_DN215585_c0_g1_i1
TRINITY_DN20874_c0_g2_i2	TRINITY_DN21561_c0_g1_i2
TRINITY_DN20874_c1_g3_i1	TRINITY_DN21561_c0_g1_i4
TRINITY_DN20881_c0_g2_i2	TRINITY_DN21562_c0_g1_i3
TRINITY_DN20881_c0_g2_i3	TRINITY_DN21562_c0_g1_i5
TRINITY_DN20881_c0_g2_i4	TRINITY_DN21564_c0_g1_i7
TRINITY_DN20881_c0_g2_i8	TRINITY_DN21564_c1_g1_i2
TRINITY_DN20883_c0_g1_i1	TRINITY_DN21568_c0_g2_i1
TRINITY_DN20883_c0_g2_i1	TRINITY_DN21569_c2_g1_i1
TRINITY_DN20886_c0_g1_i1	TRINITY_DN2156_c0_g2_i1
TRINITY_DN2088_c16_g1_i1	TRINITY_DN2156_c33_g1_i1
TRINITY_DN2088_c1_g1_i1	TRINITY_DN2156_c3_g1_i3
TRINITY_DN2088_c3_g1_i2	TRINITY_DN2156_c6_g1_i15
TRINITY_DN2088_c4_g3_i2	TRINITY_DN21571_c0_g1_i1
TRINITY_DN2088_c4_g4_i1	TRINITY_DN21574_c0_g1_i7
TRINITY_DN2088_c4_g6_i5	TRINITY_DN2157_c0_g1_i7
TRINITY_DN20890_c1_g1_i1	TRINITY_DN21583_c0_g1_i14
TRINITY_DN20895_c0_g1_i2	TRINITY_DN21587_c0_g1_i1
TRINITY_DN20895_c0_g1_i5	TRINITY_DN21589_c0_g1_i1
TRINITY_DN20895_c0_g1_i7	TRINITY_DN21589_c0_g1_i9
TRINITY_DN20895_c1_g2_i1	TRINITY_DN21589_c0_g2_i1
TRINITY_DN20897_c0_g2_i2	TRINITY_DN2158_c0_g1_i1
TRINITY_DN208_c0_g1_i6	TRINITY_DN2158_c0_g1_i15
TRINITY_DN208_c0_g2_i5	TRINITY_DN2158_c0_g1_i2
TRINITY_DN20902_c0_g1_i1	TRINITY_DN2158_c0_g1_i4
TRINITY_DN20904_c0_g1_i5	TRINITY_DN2158_c0_g3_i1
TRINITY_DN20904_c1_g2_i7	TRINITY_DN21590_c3_g1_i1
TRINITY_DN20905_c0_g1_i1	TRINITY_DN21597_c0_g2_i1
TRINITY_DN20909_c0_g4_i1	TRINITY_DN21597_c0_g3_i3
TRINITY_DN2090_c0_g1_i2	TRINITY_DN2159_c0_g1_i4
TRINITY_DN209147_c1_g1_i5	TRINITY_DN2159_c3_g1_i2
TRINITY_DN20928_c1_g1_i1	TRINITY_DN21600_c0_g1_i2
TRINITY_DN2092_c0_g1_i1	TRINITY_DN21600_c0_g2_i2
TRINITY_DN2092_c0_g1_i2	TRINITY_DN21601_c0_g1_i2
TRINITY_DN20933_c0_g1_i1	TRINITY_DN216036_c0_g1_i1
TRINITY_DN2093_c1_g1_i1	TRINITY_DN216041_c0_g1_i1
TRINITY_DN20944_c2_g1_i1	TRINITY_DN21609_c0_g1_i1
TRINITY_DN2095_c0_g1_i1	TRINITY_DN2160_c0_g2_i3
TRINITY_DN2095_c3_g1_i2	TRINITY_DN21611_c0_g1_i4
TRINITY_DN2095_c5_g2_i1	TRINITY_DN21612_c0_g1_i1
TRINITY_DN20968_c0_g1_i3	TRINITY_DN21615_c0_g1_i3
TRINITY_DN2096_c0_g3_i5	TRINITY_DN216163_c0_g1_i1
TRINITY_DN2096_c0_g4_i1	TRINITY_DN216169_c0_g1_i1
TRINITY_DN2096_c0_g4_i2	TRINITY_DN2161_c0_g2_i6
TRINITY_DN20976_c0_g1_i1	TRINITY_DN2161_c0_g2_i8
TRINITY_DN20979_c0_g1_i1	TRINITY_DN21624_c1_g1_i1
TRINITY_DN2097_c0_g1_i4	TRINITY_DN21624_c1_g3_i2
TRINITY_DN2097_c0_g1_i7	TRINITY_DN21625_c0_g1_i7
TRINITY_DN20980_c0_g1_i1	TRINITY_DN21625_c3_g1_i1
TRINITY_DN20982_c0_g2_i1	TRINITY_DN21630_c0_g1_i12
TRINITY_DN20989_c0_g1_i3	TRINITY_DN216338_c0_g1_i1
TRINITY_DN2098_c0_g1_i2	TRINITY_DN2163_c0_g1_i10
TRINITY_DN20993_c0_g1_i4	TRINITY_DN2163_c0_g1_i12
TRINITY_DN209_c0_g1_i1	TRINITY_DN21640_c0_g2_i1
TRINITY_DN209_c0_g1_i2	TRINITY_DN21645_c0_g2_i1
TRINITY_DN209_c1_g1_i6	TRINITY_DN2164_c0_g2_i4
TRINITY_DN209_c1_g2_i1	TRINITY_DN21653_c0_g1_i2
TRINITY_DN209_c1_g2_i6	TRINITY_DN21653_c0_g1_i3
TRINITY_DN20_c0_g1_i2	TRINITY_DN21654_c1_g1_i2
TRINITY_DN20_c0_g1_i3	TRINITY_DN21656_c1_g1_i3
TRINITY_DN20_c0_g1_i6	TRINITY_DN21659_c0_g1_i1
TRINITY_DN20_c0_g1_i8	TRINITY_DN2165_c0_g1_i1
TRINITY_DN20_c0_g2_i1	TRINITY_DN21660_c0_g1_i1
TRINITY_DN20_c0_g2_i4	TRINITY_DN21665_c0_g1_i5
TRINITY_DN20_c1_g1_i2	TRINITY_DN21667_c0_g1_i1
TRINITY_DN20_c5_g1_i1	TRINITY_DN21668_c0_g1_i7
TRINITY_DN20_c91_g1_i1	TRINITY_DN2166_c0_g1_i2
TRINITY_DN21003_c0_g1_i3	TRINITY_DN2166_c0_g2_i15
TRINITY_DN21011_c0_g1_i4	TRINITY_DN21671_c0_g1_i1
TRINITY_DN21011_c0_g1_i7	TRINITY_DN21671_c3_g1_i1
TRINITY_DN21012_c1_g1_i1	TRINITY_DN216737_c0_g1_i1
TRINITY_DN2101_c0_g4_i4	TRINITY_DN21674_c0_g1_i1
TRINITY_DN21021_c0_g1_i1	TRINITY_DN21674_c1_g1_i1
TRINITY_DN21022_c3_g1_i1	TRINITY_DN2167_c0_g1_i3
TRINITY_DN21024_c0_g1_i2	TRINITY_DN2167_c0_g1_i9
TRINITY_DN21024_c0_g1_i3	TRINITY_DN21681_c1_g1_i1
TRINITY_DN21027_c0_g1_i1	TRINITY_DN21682_c0_g1_i3
TRINITY_DN2102_c0_g1_i3	TRINITY_DN21682_c0_g2_i1
TRINITY_DN2102_c0_g2_i7	TRINITY_DN216830_c0_g1_i1
TRINITY_DN2102_c3_g1_i3	TRINITY_DN216832_c0_g1_i1
TRINITY_DN2102_c6_g1_i1	TRINITY_DN21685_c0_g1_i6
TRINITY_DN21030_c4_g1_i1	TRINITY_DN21685_c0_g1_i7
TRINITY_DN21034_c0_g2_i4	TRINITY_DN21687_c2_g1_i1
TRINITY_DN21034_c1_g1_i1	TRINITY_DN2168_c0_g1_i9
TRINITY_DN21035_c0_g1_i6	TRINITY_DN2168_c0_g3_i1
TRINITY_DN21035_c1_g1_i2	TRINITY_DN21693_c0_g1_i2
TRINITY_DN21039_c0_g2_i1	TRINITY_DN21696_c0_g1_i4
TRINITY_DN2103_c0_g1_i4	TRINITY_DN21696_c3_g1_i1
TRINITY_DN21040_c4_g2_i1	TRINITY_DN21697_c0_g1_i1
TRINITY_DN21040_c4_g2_i3	TRINITY_DN216994_c0_g1_i1
TRINITY_DN21041_c0_g3_i1	TRINITY_DN21699_c0_g1_i2
TRINITY_DN21047_c0_g4_i2	TRINITY_DN217034_c0_g1_i1
TRINITY_DN21049_c0_g1_i1	TRINITY_DN21703_c0_g1_i1
TRINITY_DN2104_c0_g2_i1	TRINITY_DN21703_c0_g1_i3
TRINITY_DN21050_c1_g1_i5	TRINITY_DN21705_c0_g1_i2
TRINITY_DN2105_c6_g1_i1	TRINITY_DN21706_c0_g1_i1
TRINITY_DN21060_c0_g1_i2	TRINITY_DN21706_c0_g1_i5
TRINITY_DN21068_c0_g1_i1	TRINITY_DN2170_c1_g1_i4
TRINITY_DN21068_c1_g1_i2	TRINITY_DN2170_c2_g1_i9
TRINITY_DN210713_c0_g1_i3	TRINITY_DN217140_c0_g1_i1
TRINITY_DN21072_c0_g1_i1	TRINITY_DN21715_c0_g1_i6
TRINITY_DN2107_c0_g1_i10	TRINITY_DN21715_c0_g1_i7
TRINITY_DN2107_c0_g1_i3	TRINITY_DN21715_c0_g2_i1
TRINITY_DN2107_c0_g1_i5	TRINITY_DN21716_c0_g1_i7
TRINITY_DN2107_c0_g1_i9	TRINITY_DN21717_c1_g1_i1
TRINITY_DN21081_c14_g1_i1	TRINITY_DN2171_c1_g3_i1
TRINITY_DN21082_c0_g1_i1	TRINITY_DN21722_c0_g1_i1
TRINITY_DN21083_c0_g1_i1	TRINITY_DN21722_c0_g1_i10
TRINITY_DN21085_c0_g1_i1	TRINITY_DN21722_c0_g1_i11
TRINITY_DN21089_c0_g1_i4	TRINITY_DN21722_c0_g1_i3
TRINITY_DN21089_c1_g1_i3	TRINITY_DN21722_c0_g1_i4
TRINITY_DN21091_c0_g1_i2	TRINITY_DN21722_c0_g3_i2
TRINITY_DN21091_c1_g1_i3	TRINITY_DN21726_c0_g2_i1
TRINITY_DN21093_c0_g1_i2	TRINITY_DN21732_c0_g1_i1
TRINITY_DN21096_c1_g1_i2	TRINITY_DN21732_c0_g1_i2
TRINITY_DN21096_c1_g1_i6	TRINITY_DN21734_c0_g1_i3
TRINITY_DN21096_c1_g1_i7	TRINITY_DN21734_c1_g2_i1
TRINITY_DN21098_c0_g3_i1	TRINITY_DN21736_c0_g1_i2
TRINITY_DN2109_c0_g1_i4	TRINITY_DN21739_c0_g1_i1
TRINITY_DN2109_c0_g2_i1	TRINITY_DN21739_c0_g1_i2
TRINITY_DN2109_c1_g1_i1	TRINITY_DN2173_c0_g1_i5
TRINITY_DN210_c0_g1_i1	TRINITY_DN2173_c0_g1_i6
TRINITY_DN210_c0_g1_i3	TRINITY_DN21744_c0_g1_i13
TRINITY_DN210_c0_g1_i7	TRINITY_DN2174_c0_g1_i3
TRINITY_DN210_c0_g1_i9	TRINITY_DN2174_c1_g1_i12
TRINITY_DN211043_c0_g1_i2	TRINITY_DN2174_c1_g1_i13
TRINITY_DN21107_c3_g2_i4	TRINITY_DN21752_c0_g2_i3
TRINITY_DN21109_c0_g1_i3	TRINITY_DN21754_c0_g1_i4
TRINITY_DN21111_c0_g1_i6	TRINITY_DN21754_c3_g1_i1
TRINITY_DN21117_c0_g2_i6	TRINITY_DN2175_c0_g2_i1
TRINITY_DN211218_c0_g1_i1	TRINITY_DN21760_c0_g1_i2
TRINITY_DN21121_c0_g1_i2	TRINITY_DN21762_c0_g1_i3
TRINITY_DN2112_c0_g1_i4	TRINITY_DN21762_c0_g3_i3
TRINITY_DN211301_c0_g1_i1	TRINITY_DN21770_c0_g3_i1
TRINITY_DN21130_c0_g4_i2	TRINITY_DN21770_c0_g5_i1
TRINITY_DN21132_c0_g1_i10	TRINITY_DN21777_c2_g1_i1
TRINITY_DN21133_c0_g1_i1	TRINITY_DN21778_c0_g1_i1
TRINITY_DN21133_c0_g1_i8	TRINITY_DN2177_c0_g1_i1
TRINITY_DN2113_c0_g1_i10	TRINITY_DN2177_c0_g1_i4
TRINITY_DN2113_c0_g1_i3	TRINITY_DN2177_c0_g1_i5
TRINITY_DN2113_c0_g1_i4	TRINITY_DN2177_c0_g1_i6
TRINITY_DN21143_c0_g2_i1	TRINITY_DN2177_c1_g1_i1
TRINITY_DN21144_c0_g1_i1	TRINITY_DN21781_c0_g1_i6
TRINITY_DN21144_c0_g2_i1	TRINITY_DN2178_c0_g1_i4
TRINITY_DN211454_c0_g1_i1	TRINITY_DN2178_c0_g3_i1
TRINITY_DN211511_c0_g2_i1	TRINITY_DN2178_c0_g3_i2
TRINITY_DN21155_c0_g1_i1	TRINITY_DN2178_c0_g3_i4
TRINITY_DN2115_c0_g2_i1	TRINITY_DN21792_c0_g2_i2
TRINITY_DN2115_c0_g3_i9	TRINITY_DN21792_c1_g1_i3
TRINITY_DN211648_c0_g1_i1	TRINITY_DN21794_c0_g1_i1
TRINITY_DN21165_c0_g1_i9	TRINITY_DN21799_c0_g1_i36
TRINITY_DN2116_c6_g1_i1	TRINITY_DN21799_c0_g4_i1
TRINITY_DN211728_c0_g1_i1	TRINITY_DN21799_c1_g1_i1
TRINITY_DN21172_c0_g2_i7	TRINITY_DN217_c0_g2_i1
TRINITY_DN21173_c0_g1_i6	TRINITY_DN217_c1_g1_i1
TRINITY_DN21174_c0_g1_i2	TRINITY_DN217_c1_g1_i2
TRINITY_DN21174_c0_g1_i3	TRINITY_DN217_c1_g2_i1
TRINITY_DN21174_c0_g1_i5	TRINITY_DN217_c1_g2_i3
TRINITY_DN21175_c0_g1_i1	TRINITY_DN217_c20_g1_i1
TRINITY_DN211777_c0_g1_i1	TRINITY_DN217_c4_g1_i1
TRINITY_DN2117_c0_g1_i21	TRINITY_DN21800_c1_g2_i1
TRINITY_DN2117_c0_g1_i4	TRINITY_DN21801_c0_g1_i1
TRINITY_DN2117_c0_g2_i1	TRINITY_DN21807_c0_g1_i2
TRINITY_DN21182_c1_g1_i2	TRINITY_DN21807_c0_g1_i4
TRINITY_DN21186_c0_g1_i1	TRINITY_DN2180_c0_g1_i1
TRINITY_DN2118_c0_g1_i1	TRINITY_DN2180_c1_g1_i1
TRINITY_DN2118_c0_g1_i2	TRINITY_DN21813_c0_g2_i2
TRINITY_DN2118_c0_g1_i3	TRINITY_DN21814_c0_g4_i2
TRINITY_DN2118_c0_g1_i8	TRINITY_DN21814_c0_g4_i3
TRINITY_DN2118_c0_g2_i2	TRINITY_DN218168_c0_g1_i1
TRINITY_DN2118_c0_g2_i4	TRINITY_DN218194_c0_g1_i1
TRINITY_DN21192_c0_g1_i1	TRINITY_DN2181_c0_g1_i2
TRINITY_DN21192_c0_g1_i5	TRINITY_DN2181_c0_g1_i3
TRINITY_DN21193_c0_g1_i1	TRINITY_DN2181_c0_g1_i4
TRINITY_DN21197_c0_g1_i1	TRINITY_DN218247_c0_g1_i1
TRINITY_DN21197_c0_g2_i2	TRINITY_DN2182_c0_g2_i1
TRINITY_DN2119_c0_g1_i13	TRINITY_DN21830_c0_g1_i2
TRINITY_DN2119_c0_g1_i14	TRINITY_DN218365_c0_g1_i1
TRINITY_DN2119_c0_g1_i16	TRINITY_DN21838_c0_g1_i2
TRINITY_DN2119_c0_g1_i19	TRINITY_DN21838_c0_g1_i3
TRINITY_DN2119_c0_g1_i3	TRINITY_DN21849_c0_g1_i1
TRINITY_DN211_c0_g1_i3	TRINITY_DN21849_c1_g2_i1
TRINITY_DN211_c0_g1_i6	TRINITY_DN21850_c0_g1_i2
TRINITY_DN211_c0_g1_i7	TRINITY_DN21854_c0_g2_i3
TRINITY_DN212000_c0_g1_i1	TRINITY_DN21857_c4_g1_i1
TRINITY_DN21200_c0_g3_i2	TRINITY_DN2185_c0_g1_i12
TRINITY_DN21200_c0_g4_i1	TRINITY_DN2185_c0_g1_i9
TRINITY_DN21203_c0_g1_i1	TRINITY_DN21860_c0_g1_i7
TRINITY_DN21203_c0_g1_i3	TRINITY_DN21861_c0_g1_i1
TRINITY_DN21203_c0_g2_i3	TRINITY_DN218637_c0_g1_i1
TRINITY_DN21203_c0_g2_i5	TRINITY_DN21864_c0_g1_i1
TRINITY_DN21203_c0_g2_i6	TRINITY_DN21865_c0_g1_i2
TRINITY_DN21203_c0_g4_i1	TRINITY_DN21877_c0_g1_i1
TRINITY_DN2120_c0_g2_i3	TRINITY_DN21877_c0_g1_i4
TRINITY_DN2120_c0_g2_i5	TRINITY_DN21884_c0_g1_i3
TRINITY_DN2120_c0_g2_i9	TRINITY_DN21887_c3_g1_i1
TRINITY_DN21210_c0_g1_i1	TRINITY_DN2188_c0_g1_i8
TRINITY_DN21210_c0_g4_i1	TRINITY_DN21896_c0_g1_i2
TRINITY_DN21218_c0_g2_i1	TRINITY_DN2189_c0_g1_i6
TRINITY_DN2121_c0_g1_i4	TRINITY_DN218_c0_g1_i24
TRINITY_DN21220_c0_g1_i1	TRINITY_DN218_c0_g2_i2
TRINITY_DN212248_c0_g1_i1	TRINITY_DN21905_c0_g1_i2
TRINITY_DN21225_c0_g1_i1	TRINITY_DN21906_c2_g2_i1
TRINITY_DN21230_c1_g1_i3	TRINITY_DN21907_c0_g2_i1
TRINITY_DN21234_c0_g2_i2	TRINITY_DN21909_c0_g2_i3
TRINITY_DN21236_c0_g1_i1	TRINITY_DN21909_c0_g2_i5
TRINITY_DN21238_c1_g1_i2	TRINITY_DN2190_c0_g1_i1
TRINITY_DN2123_c0_g1_i18	TRINITY_DN2190_c0_g1_i5
TRINITY_DN2123_c0_g1_i47	TRINITY_DN2190_c0_g1_i9
TRINITY_DN2123_c0_g1_i5	TRINITY_DN21910_c0_g1_i4
TRINITY_DN2123_c0_g1_i7	TRINITY_DN21912_c0_g1_i1
TRINITY_DN21242_c0_g3_i1	TRINITY_DN21913_c0_g2_i1
TRINITY_DN2124_c0_g1_i3	TRINITY_DN2191_c0_g1_i10
TRINITY_DN21251_c0_g1_i6	TRINITY_DN2191_c0_g1_i2
TRINITY_DN21259_c1_g1_i1	TRINITY_DN2191_c5_g1_i2
TRINITY_DN2125_c0_g1_i3	TRINITY_DN21922_c0_g1_i1
TRINITY_DN2125_c0_g1_i4	TRINITY_DN21925_c0_g2_i1
TRINITY_DN2125_c0_g3_i1	TRINITY_DN2192_c0_g3_i1
TRINITY_DN21263_c0_g4_i1	TRINITY_DN2192_c0_g3_i5
TRINITY_DN21263_c0_g4_i2	TRINITY_DN2192_c0_g5_i1
TRINITY_DN21263_c2_g1_i1	TRINITY_DN2192_c0_g6_i1
TRINITY_DN2126_c0_g1_i1	TRINITY_DN2192_c3_g1_i1
TRINITY_DN2126_c0_g2_i1	TRINITY_DN21932_c1_g2_i1
TRINITY_DN2126_c2_g1_i2	TRINITY_DN21937_c0_g1_i1
TRINITY_DN2126_c2_g2_i1	TRINITY_DN2193_c0_g1_i1
TRINITY_DN2126_c2_g2_i2	TRINITY_DN21943_c0_g1_i2
TRINITY_DN21270_c0_g1_i1	TRINITY_DN2194_c1_g1_i1
TRINITY_DN21272_c0_g1_i10	TRINITY_DN2195_c0_g1_i14
TRINITY_DN21272_c0_g1_i31	TRINITY_DN2195_c0_g1_i3
TRINITY_DN21276_c0_g1_i4	TRINITY_DN2195_c1_g1_i4
TRINITY_DN212773_c0_g1_i1	TRINITY_DN21964_c0_g1_i1
TRINITY_DN21277_c0_g1_i1	TRINITY_DN219650_c0_g1_i1
TRINITY_DN21279_c0_g2_i1	TRINITY_DN219683_c0_g1_i1
TRINITY_DN212804_c0_g1_i1	TRINITY_DN21968_c1_g1_i1
TRINITY_DN21283_c0_g1_i1	TRINITY_DN21977_c0_g1_i12
TRINITY_DN21286_c0_g1_i1	TRINITY_DN2197_c0_g2_i3
TRINITY_DN21286_c0_g2_i1	TRINITY_DN2197_c0_g3_i8
TRINITY_DN21291_c0_g1_i2	TRINITY_DN2197_c0_g6_i2
TRINITY_DN21292_c0_g2_i1	TRINITY_DN21982_c0_g1_i2
TRINITY_DN21293_c3_g1_i2	TRINITY_DN21982_c0_g1_i7
TRINITY_DN212944_c0_g1_i1	TRINITY_DN21987_c0_g2_i2
TRINITY_DN21294_c0_g3_i1	TRINITY_DN21987_c0_g2_i3
TRINITY_DN2129_c0_g1_i5	TRINITY_DN2199_c0_g1_i2
TRINITY_DN2129_c0_g1_i6	TRINITY_DN2199_c0_g1_i6
TRINITY_DN2129_c0_g1_i7	TRINITY_DN2199_c0_g1_i9
TRINITY_DN2129_c1_g1_i2	TRINITY_DN2199_c2_g1_i2
TRINITY_DN2129_c2_g1_i2	TRINITY_DN219_c0_g1_i13
TRINITY_DN212_c0_g1_i4	TRINITY_DN219_c0_g1_i15
TRINITY_DN212_c0_g1_i7	TRINITY_DN219_c0_g1_i4
TRINITY_DN212_c0_g2_i1	TRINITY_DN219_c0_g2_i1
TRINITY_DN21300_c0_g1_i5	TRINITY_DN21_c0_g2_i4
TRINITY_DN21302_c0_g1_i1	TRINITY_DN21_c0_g5_i1
TRINITY_DN21307_c0_g1_i5	TRINITY_DN21_c2_g3_i1
TRINITY_DN21307_c0_g1_i6	TRINITY_DN21_c3_g1_i1
TRINITY_DN213094_c0_g1_i1	TRINITY_DN22001_c0_g1_i1
TRINITY_DN2130_c0_g1_i3	TRINITY_DN22001_c0_g3_i1
TRINITY_DN2130_c1_g1_i1	TRINITY_DN2200_c0_g1_i4
TRINITY_DN21313_c0_g1_i3	TRINITY_DN2200_c18_g1_i1
TRINITY_DN21316_c0_g1_i2	TRINITY_DN2200_c3_g1_i1
TRINITY_DN21316_c0_g1_i3	TRINITY_DN2200_c4_g1_i1
TRINITY_DN21316_c0_g1_i4	TRINITY_DN2200_c4_g1_i2
TRINITY_DN21316_c0_g2_i1	TRINITY_DN22011_c0_g2_i1
TRINITY_DN21316_c2_g2_i1	TRINITY_DN22015_c1_g4_i1
TRINITY_DN21318_c0_g1_i2	TRINITY_DN22016_c0_g2_i5
TRINITY_DN21322_c0_g1_i3	TRINITY_DN22019_c0_g2_i1
TRINITY_DN21322_c0_g1_i6	TRINITY_DN2201_c0_g1_i20
TRINITY_DN2132_c0_g1_i1	TRINITY_DN22028_c0_g1_i7
TRINITY_DN2132_c0_g2_i1	TRINITY_DN2202_c0_g2_i1
TRINITY_DN2132_c0_g2_i3	TRINITY_DN2202_c0_g2_i9
TRINITY_DN2132_c1_g1_i1	TRINITY_DN2202_c0_g6_i1
TRINITY_DN21333_c0_g1_i4	TRINITY_DN22033_c0_g3_i1
TRINITY_DN21333_c0_g3_i1	TRINITY_DN22033_c0_g5_i2
TRINITY_DN213355_c0_g1_i1	TRINITY_DN22033_c2_g1_i1
TRINITY_DN2133_c0_g2_i1	TRINITY_DN22036_c0_g1_i1
TRINITY_DN2133_c3_g1_i1	TRINITY_DN2203_c0_g1_i3
TRINITY_DN213406_c0_g1_i1	TRINITY_DN2203_c0_g1_i5
TRINITY_DN21345_c0_g1_i1	TRINITY_DN2203_c1_g1_i1
TRINITY_DN21347_c0_g1_i2	TRINITY_DN2204_c0_g1_i5
TRINITY_DN21349_c0_g1_i2	TRINITY_DN2204_c1_g2_i1
TRINITY_DN21349_c0_g1_i3	TRINITY_DN2204_c2_g1_i3
TRINITY_DN21349_c0_g1_i5	TRINITY_DN22052_c0_g1_i1
TRINITY_DN2134_c0_g1_i1	TRINITY_DN22053_c0_g2_i1
TRINITY_DN2134_c1_g3_i2	TRINITY_DN22057_c1_g1_i1
TRINITY_DN2134_c1_g3_i6	TRINITY_DN22057_c1_g1_i2
TRINITY_DN2134_c1_g3_i7	TRINITY_DN22057_c2_g1_i1
TRINITY_DN2134_c2_g1_i2	TRINITY_DN2205_c0_g3_i1
TRINITY_DN21351_c0_g1_i4	TRINITY_DN22065_c2_g1_i2
TRINITY_DN21354_c0_g1_i1	TRINITY_DN22065_c2_g1_i7
TRINITY_DN2135_c0_g1_i18	TRINITY_DN22066_c0_g1_i2
TRINITY_DN2135_c0_g1_i5	TRINITY_DN22066_c0_g1_i3
TRINITY_DN21362_c0_g1_i2	TRINITY_DN22067_c0_g1_i1
TRINITY_DN21364_c1_g2_i1	TRINITY_DN2206_c0_g1_i3
TRINITY_DN21368_c1_g1_i2	TRINITY_DN2206_c0_g1_i5
TRINITY_DN2136_c0_g1_i4	TRINITY_DN2206_c0_g1_i8
TRINITY_DN2136_c1_g1_i4	TRINITY_DN22071_c0_g1_i8
TRINITY_DN2136_c1_g1_i6	TRINITY_DN22071_c0_g3_i6
TRINITY_DN2136_c1_g2_i2	TRINITY_DN22074_c0_g1_i1
TRINITY_DN2136_c1_g3_i1	TRINITY_DN22086_c0_g1_i2
TRINITY_DN21370_c0_g2_i1	TRINITY_DN22088_c0_g1_i1
TRINITY_DN213724_c0_g1_i1	TRINITY_DN22089_c0_g1_i2
TRINITY_DN21373_c3_g1_i1	TRINITY_DN2208_c0_g1_i12
TRINITY_DN21377_c0_g1_i4	TRINITY_DN2208_c0_g1_i3
